City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,brae,60.3964,-1.353,6.69,79,100,9.84,GB,1675622820
364,lexington park,38.2668,-76.4538,12.87,28,75,5.66,US,1675622685
365,nelson bay,-32.7167,152.15,21.72,90,0,3.13,AU,1675622821
366,dwarka,22.2394,68.9678,21.24,80,4,3.63,IN,1675622822
367,den helder,52.9599,4.7593,6.1,83,100,3.6,NL,1675622822
368,ojinaga,29.5667,-104.4167,23.65,45,0,0.0,MX,1675622822
369,guaratinga,-16.5667,-39.5667,32.45,46,11,1.49,BR,1675622823
370,oriximina,-1.7656,-55.8661,28.84,71,32,1.81,BR,1675622824
371,bobo dioulasso,11.1771,-4.2979,34.25,12,0,2.57,BF,1675622824
372,coari,-4.085,-63.1414,29.11,71,33,1.45,BR,1675622759
373,sechura,-5.5569,-80.8222,28.8,56,18,7.55,PE,1675622825
374,bhag,29.0415,67.8239,21.47,24,0,3.33,PK,1675622825
375,saint-francois,46.4154,3.9054,5.69,74,0,6.69,FR,1675622826
376,siva,29.2041,25.5195,14.57,46,50,6.07,EG,1675622826
377,lisala,2.15,21.5167,26.01,25,3,0.86,CD,1675622827
378,talara,-4.5772,-81.2719,33.42,46,0,6.69,PE,1675622827
379,camana,-16.6228,-72.7111,25.26,76,100,2.39,PE,1675622828
380,ostrovnoy,68.0531,39.5131,-14.78,98,84,5.05,RU,1675622828
381,koraput,18.8167,82.7167,15.88,47,0,1.48,IN,1675622828
382,vestmannaeyjar,63.4427,-20.2734,8.55,100,100,16.98,IS,1675622829
383,russell,32.3502,-85.1999,18.34,55,0,2.06,US,1675622829
384,sao joao da barra,-21.6403,-41.0511,33.05,81,18,6.23,BR,1675622830
385,lukang,24.0567,120.4352,19.69,93,100,6.44,TW,1675622830
386,jawhar,2.7809,45.5005,23.98,72,24,7.78,SO,1675622831
387,faanui,-16.4833,-151.75,27.38,75,8,6.51,PF,1675622701
388,dori,14.0354,-0.0345,29.89,11,100,3.47,BF,1675622832
389,ayorou,14.7308,0.9174,29.55,11,100,3.19,NE,1675622832
390,cayenne,4.9333,-52.3333,24.02,94,75,0.0,GF,1675622833
391,ancud,-41.8697,-73.8203,18.1,73,23,5.07,CL,1675622833
392,pacific grove,36.6177,-121.9166,13.14,86,75,6.17,US,1675622833
393,general pico,-35.6566,-63.7568,36.6,15,5,4.65,AR,1675622834
394,kumba,4.6363,9.4469,25.03,82,9,1.05,CM,1675622834
395,gao,16.6362,1.637,27.6,11,15,5.11,ML,1675622676
396,alice springs,-23.7,133.8833,13.75,77,0,2.57,AU,1675622565
397,tonekabon,36.8163,50.8738,6.97,54,3,2.07,IR,1675622833
398,nara,34.6851,135.8049,1.94,64,0,0.53,JP,1675622804
399,hong gai,20.956,107.0946,18.95,97,98,3.1,VN,1675622835
400,airai,-8.9266,125.4092,15.56,94,100,0.64,TL,1675622836
401,inhuma,-6.6683,-41.7078,32.87,36,63,2.07,BR,1675622836
402,muroto,33.2833,134.15,9.6,56,98,2.01,JP,1675622836
403,shitanjing,39.2342,106.3439,-4.32,34,32,1.2,CN,1675622837
404,fairbanks,64.8378,-147.7164,-24.0,74,0,2.06,US,1675622731
405,kasongo,-4.45,26.6667,21.99,89,100,1.8,CD,1675622838
406,olinda,-8.0089,-34.8553,28.85,70,40,3.09,BR,1675622464
407,santa maria,-29.6842,-53.8069,27.61,42,20,3.6,BR,1675622838
408,san vicente,-26.6167,-54.1333,30.47,23,100,2.37,AR,1675622839
409,katsuura,35.1333,140.3,8.61,82,0,2.89,JP,1675622839
410,platanos,37.6667,21.6167,6.71,70,90,3.36,GR,1675622840
411,buchanan,5.8808,-10.0467,26.81,84,100,3.17,LR,1675622840
412,algiers,36.7525,3.042,12.9,67,75,3.6,DZ,1675622700
413,chapais,49.7834,-74.8492,-14.12,81,100,3.34,CA,1675622840
414,flin flon,54.7682,-101.865,-9.09,86,100,3.6,CA,1675622738
415,tambovka,50.0969,128.0489,-30.55,100,83,1.97,RU,1675622841
416,san ignacio,17.1561,-89.0714,25.08,78,40,2.06,BZ,1675622841
417,tiksi,71.6872,128.8694,-34.12,100,100,1.47,RU,1675622842
418,phan thiet,10.9333,108.1,21.83,83,29,3.22,VN,1675622842
419,hiriyur,13.9456,76.6192,23.46,44,100,4.05,IN,1675622843
420,ubinskoye,55.3068,79.6802,-20.24,100,100,2.76,RU,1675622843
421,eydhafushi,5.1033,73.0708,27.1,75,100,3.99,MV,1675622843
422,talcahuano,-36.7167,-73.1167,19.82,68,16,3.6,CL,1675622839
423,henties bay,-22.116,14.2845,18.28,85,100,2.6,NA,1675622630
424,morro bay,35.3658,-120.8499,15.92,79,1,4.47,US,1675622844
425,gigmoto,13.7796,124.39,25.23,88,90,4.32,PH,1675622690
426,auki,-8.7676,160.7034,24.88,94,100,5.53,SB,1675622844
427,meitingen,48.55,10.85,1.45,93,100,2.06,DE,1675622845
428,cururupu,-1.8283,-44.8683,26.77,86,100,2.54,BR,1675622845
429,port blair,11.6667,92.75,27.02,83,40,1.54,IN,1675622755
430,bac lieu,9.285,105.7244,24.0,86,49,4.26,VN,1675622846
431,charters towers,-20.1,146.2667,23.53,96,100,3.4,AU,1675622846
432,rabo de peixe,37.8,-25.5833,15.73,82,40,4.12,PT,1675622847
433,ravar,31.2656,56.8055,9.19,36,0,0.8,IR,1675622847
434,narrabri,-30.3167,149.7833,19.54,54,0,1.9,AU,1675622847
435,saurimo,-9.6608,20.3916,18.01,90,100,3.51,AO,1675622848
436,katherine,-14.4667,132.2667,22.18,78,60,2.57,AU,1675622848
437,lake park,26.8003,-80.0664,26.12,91,75,6.69,US,1675622849
438,gasa,31.5,34.4667,12.16,49,100,7.33,PS,1675622849
439,palestine,31.9216,35.2033,8.85,77,77,7.37,PS,1675622556
440,saint john,45.2727,-66.0677,0.0,93,100,2.57,CA,1675622850
441,ust-maya,60.4167,134.5333,-41.12,100,100,0.86,RU,1675622850
442,namie,37.4833,141.0,3.17,71,96,1.8,JP,1675622851
443,kloulklubed,7.0419,134.2556,26.28,80,100,8.71,PW,1675622851
444,igrim,63.1906,64.4162,-23.37,100,99,0.63,RU,1675622851
445,vostok,46.4856,135.8833,-21.74,100,98,1.73,RU,1675622852
446,kurdzhinovo,43.9884,40.9552,-2.14,84,100,0.51,RU,1675622852
447,kavaratti,10.5669,72.642,27.06,75,11,3.16,IN,1675622853
448,quartucciu,39.2519,9.1794,13.33,73,20,3.09,IT,1675622853
449,vaitape,-16.5167,-151.75,27.39,75,7,6.46,PF,1675622611
450,alofi,-19.0595,-169.9187,23.94,88,100,1.54,NU,1675622854
451,zhangye,38.9342,100.4517,-2.94,35,7,2.36,CN,1675622854
452,sur,22.5667,59.5289,21.77,73,1,2.92,OM,1675622855
453,melnikovo,56.5558,84.085,-21.15,100,100,1.27,RU,1675622855
454,izumi,34.4833,135.4333,3.86,75,1,0.51,JP,1675622855
455,szczecinek,53.7079,16.6994,-3.91,91,96,1.22,PL,1675622771
456,havre-saint-pierre,50.2334,-63.5986,-14.0,78,100,6.69,CA,1675622856
457,bandar-e anzali,37.4727,49.4622,7.06,74,8,0.87,IR,1675622858
458,vestby,59.6024,10.7467,-1.03,92,98,0.45,NO,1675622858
459,aparecida do taboado,-20.0867,-51.0936,28.18,67,94,2.89,BR,1675622859
460,emilio carranza,19.9711,-96.6114,22.4,69,24,3.41,MX,1675622860
461,acajutla,13.5928,-89.8275,30.81,43,1,3.88,SV,1675622860
462,vangaindrano,-23.35,47.6,22.89,91,100,2.86,MG,1675622861
463,fortuna,40.5982,-124.1573,9.25,96,100,1.54,US,1675622861
464,rawson,-43.3002,-65.1023,26.84,41,2,8.86,AR,1675622861
465,aban,56.67,96.06,-22.46,100,100,1.73,RU,1675622862
466,pemba,-12.974,40.5178,24.39,100,75,4.63,MZ,1675622682
467,poum,-20.2333,164.0167,28.37,82,100,8.87,NC,1675622862
468,tiznit,29.5833,-9.5,12.42,43,85,1.73,MA,1675622862
469,ratnagiri,16.9833,73.3,23.84,60,6,3.04,IN,1675622863
470,malakal,9.5334,31.6605,28.59,16,48,2.47,SS,1675622863
471,atambua,-9.1061,124.8925,22.56,87,98,0.67,ID,1675622594
472,noyabrsk,63.1994,75.4507,-20.02,100,100,1.31,RU,1675622864
473,frolovo,49.7713,43.6622,-8.2,96,94,2.53,RU,1675622864
474,beisfjord,68.3751,17.5988,2.8,92,100,3.3,NO,1675622613
475,honavar,14.2833,74.45,23.49,74,1,1.44,IN,1675622864
476,manaus,-3.1019,-60.025,26.28,94,75,1.54,BR,1675622671
477,seoul,37.5683,126.9778,-3.31,97,20,1.03,KR,1675622718
478,port-gentil,-0.7193,8.7815,26.98,78,20,1.03,GA,1675622865
479,sterling,39.0062,-77.4286,12.75,35,75,6.26,US,1675622861
480,likasi,-10.9814,26.7333,17.72,97,100,1.82,CD,1675622865
481,zaraysk,54.7653,38.8836,-5.44,97,96,3.28,RU,1675622866
482,dryden,49.7833,-92.7503,-12.84,66,100,1.54,CA,1675622866
483,san luis,-33.295,-66.3356,32.74,20,2,5.39,AR,1675622866
484,ikryanoye,46.0932,47.7308,-2.01,95,41,3.15,RU,1675622867
485,kinablangan,7.6947,126.5503,24.8,82,100,1.74,PH,1675622867
486,saint-prosper,46.2117,-70.4811,-3.5,95,100,3.07,CA,1675622867
487,tuatapere,-46.1333,167.6833,14.38,92,93,6.45,NZ,1675622868
488,shimoda,34.6667,138.95,7.95,66,0,3.68,JP,1675622868
489,mackay,-21.15,149.2,27.05,86,100,4.93,AU,1675622744
490,shache,38.4167,77.2406,-3.35,78,100,2.39,CN,1675622868
491,disna,55.568,28.1971,-11.76,98,100,0.95,BY,1675622869
492,griffith,41.5284,-87.4237,7.93,65,0,5.66,US,1675622869
493,katobu,-4.9408,122.5276,24.04,94,100,1.67,ID,1675622870
494,hit,33.6416,42.8251,13.07,49,89,5.15,IQ,1675622870
495,redmond,47.674,-122.1215,9.04,91,100,2.24,US,1675622870
496,fukue,32.6881,128.8419,10.26,53,100,5.71,JP,1675622871
497,rampura,30.25,75.2333,13.37,50,6,3.19,IN,1675622871
498,tsabong,-26.0217,22.401,27.47,44,100,5.7,BW,1675622871
499,burnie,-41.0667,145.9167,13.95,74,20,5.24,AU,1675622632
500,butembo,0.15,29.2833,16.57,52,22,1.64,CD,1675622872
501,mount gambier,-37.8333,140.7667,11.07,93,15,1.67,AU,1675622872
502,kutum,14.2,24.6667,21.54,12,80,3.69,SD,1675622872
503,westport,41.1415,-73.3579,7.75,47,100,0.89,US,1675622873
504,garowe,8.4054,48.4845,22.41,54,55,6.77,SO,1675622873
505,tignere,7.3667,12.65,23.6,15,96,1.96,CM,1675622873
506,carbonia,39.1672,8.5222,12.53,86,57,0.58,IT,1675622874
507,harboore,56.6175,8.1807,4.52,88,86,9.37,DK,1675622874
508,ondjiva,-17.0667,15.7333,24.28,40,100,0.36,AO,1675622874
509,palanga,55.9175,21.0686,2.01,64,100,2.57,LT,1675622875
510,lisakovsk,52.5369,62.4936,-14.87,97,86,3.15,KZ,1675622875
511,moses lake,47.1301,-119.2781,4.38,93,100,0.0,US,1675622875
512,half moon bay,37.4636,-122.4286,13.82,84,40,6.17,US,1675622876
513,cuacnopalan,18.8167,-97.5,20.1,29,0,4.06,MX,1675622876
514,ixtapa,20.7,-105.2,24.57,65,0,3.09,MX,1675622877
515,jalalabad,34.4265,70.4515,9.83,75,100,3.11,AF,1675622877
516,qasigiannguit,68.8193,-51.1922,-15.86,98,100,4.74,GL,1675622877
517,itarema,-2.9248,-39.9167,28.19,71,100,5.92,BR,1675622878
518,muisne,0.6,-80.0333,27.57,73,25,4.8,EC,1675622878
519,pasighat,28.0667,95.3333,16.19,46,0,1.5,IN,1675622878
520,ipira,-12.1583,-39.7372,35.14,24,30,3.49,BR,1675622879
521,guanare,9.0418,-69.7421,31.56,37,97,2.02,VE,1675622879
522,dauriya,49.9333,116.8667,-28.67,100,100,1.39,RU,1675622879
523,rocha,-34.4833,-54.3333,26.05,49,6,4.5,UY,1675622846
524,mizdah,31.4451,12.9801,9.98,80,23,3.55,LY,1675622880
525,vila franca do campo,37.7167,-25.4333,16.23,86,26,2.7,PT,1675622881
526,ngawen,-7.0032,111.3129,23.79,91,100,2.41,ID,1675622881
527,mokhsogollokh,61.4681,128.9203,-39.37,100,99,1.48,RU,1675622882
528,harer,9.3094,42.1258,15.35,49,6,3.13,ET,1675622882
529,bonavista,48.6499,-53.1147,-4.83,66,100,9.35,CA,1675622797
530,santa isabel do rio negro,-0.4139,-65.0192,26.22,94,100,1.67,BR,1675622883
531,jixi,45.3,130.9667,-17.25,98,99,1.36,CN,1675622883
532,mudgee,-32.5943,149.5871,14.79,94,0,2.24,AU,1675622772
533,akyab,20.15,92.9,19.0,56,95,4.82,MM,1675622884
534,susuman,62.7833,148.1667,-36.66,100,98,1.09,RU,1675622884
535,vanavara,60.34,102.2797,-16.51,98,100,0.76,RU,1675622885
536,deputatskiy,69.3,139.9,-31.59,98,100,1.63,RU,1675622885
537,omsukchan,62.5333,155.8,-38.0,99,85,2.11,RU,1675622886
538,aykhal,66.0,111.5,-37.92,100,91,1.25,RU,1675622886
539,teahupoo,-17.8333,-149.2667,24.98,77,100,7.02,PF,1675622887
540,gorlice,49.6556,21.1604,-4.69,97,100,2.14,PL,1675622660
541,puerto madero,14.7208,-92.4215,28.77,60,0,4.15,MX,1675622887
542,taltal,-25.4,-70.4833,23.15,72,24,2.99,CL,1675622839
543,plouzane,48.3833,-4.6167,8.03,90,0,4.12,FR,1675622888
544,aleysk,52.4926,82.7822,-14.44,98,100,3.1,RU,1675622888
545,villamontes,-21.25,-63.5,33.42,33,32,1.23,BO,1675622888
546,ushtobe,45.2514,77.9838,0.01,99,100,1.32,KZ,1675622889
547,agucadoura,41.4318,-8.7804,14.31,60,0,2.47,PT,1675622889
548,ucluelet,48.9329,-125.5528,8.94,92,100,0.89,CA,1675622662
549,teguldet,57.3064,88.1667,-23.87,100,100,0.65,RU,1675622890
550,alice,27.7523,-98.0697,25.69,56,20,5.14,US,1675622890
551,raudeberg,61.9875,5.1352,6.04,60,100,8.13,NO,1675622891
552,broome,42.2506,-75.833,6.72,52,100,4.02,US,1675622891
553,solnechnyy,50.7214,136.6319,-24.08,96,46,1.37,RU,1675622891
554,keuruu,62.2667,24.7,-1.9,93,100,3.57,FI,1675622892
555,nuevitas,21.5453,-77.2644,28.72,58,0,6.0,CU,1675622892
556,poronaysk,49.2167,143.1167,-23.47,97,82,1.37,RU,1675622892
557,belmopan,17.25,-88.7667,25.21,49,38,1.56,BZ,1675622866
558,jijiga,9.35,42.8,16.45,49,6,3.12,ET,1675622893
